

    49785         0         0         0    105836         0         0     71036    105451         0         0         0         0     64101         0         0         0         0         0         0         0    117177      5702     49428         0         0         0     30802     95771    147709         0         0         0         0         0         0         0         0     11137         0         0     79651     28933     20733         0         0     37365     61799    111269     86513     17647     45542         0         0    125741     85245     91059     52450         0         0         0 
        0         0         0         0         0         0         0         0     39417    178757         0         0     58927     30289      4941         0    164814     26787         0         0         0      2824    159846    132230     25223     64820         0         0         0         0         0      9238         0         0         0         0         0         0         0         0     81393     23600    149507    106194         0     19873    175816         0    106409         0     67163     46412      4766      7100         0     19626    131837     26084     51727    117509     34978 
    25344     75401         0         0         0         0         0      1105     73881     27162     37789         0    136959      6767         0     62476    120013     56915     51297         0     44141     49916         0     50101         0     49952         0     91766         0         0         0    138723     42670     64728         0         0         0     15462         0     62687         0     79939         0         0         0     98310         0         0         0         0         0     55927         0         0         0     78805    108664         0     85549     76537     70952 
   172586    146860         0         0       741         0     95481         0     48633         0     13566     31011         0         0         0     47156     85190     41468    133353         0         0     52017     85248     32145         0     52101    123465     38459     13544     13724     68261     55073      9510         0         0         0         0         0     87345     49566      3988     13963         0    114300    226010         0         0     11637         0    191271    126940         0         0         0         0     42941         0         0         0     23409     99428 
        0         0         0         0         0     99496         0      3965         0     48857    111793     34464      5477         0     26105    112165     64098     42935         0     62928         0     56994     83213         0      1474         0         0         0         0         0     23279         0         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         0         0    128990     97017     38512         0         0         0     61178         0    113349     50804     37072     21225         0     44547         0         0     15342     15759         0         0     46475         0         0         0         0     22666         0         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         0     67663     23411     32409         0         0     39729         0         0         0     24377     17108         0     27402         0     30509         0     55086     30039         0         0     48857         0         0     28580         0         0         0         0         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         0      8591     20732         0         0         0         0         0         0         0         0      1624         0     52393         0     13240     62774         0         0     24777         0         0         0     21573     49745      4369         0         0         0         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 
        x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x         x 


        0         0     41808     38875     89716         0         0         0         0    124553     42729     32408     71845         0     94003         0         0     98861     60896      1563    161884         0         0         0         0         0    138072     63669     49856     16321    141211         0     18248     92651         0         0         0         0         0    104360         0     47871         0     25613         0         0    109911         0         0         0         0         0     47343         0         0     33836    223083      4452     21147         0     83655 
    43402     26725     33408      8983         0     20614         0         0     45385         0         0         0         0     24373         0         0     19763     85317     10928         0     38537     83952         0     56962         0     59701         0     40972     77130     25744         0     20966         0         0     44045     35916     18705         0     64102     12719         0      6468         0    108189     36621         0    144221    109171    142549         0         0         0     28889         0     26519         0       798         0     68342         0         0 
        0     70511         0     18714         0         0     61540         0         0     10986     79869         0     77371         0         0     19730         0         0     36361    173205         0         0         0     15902    172425    134592         0     91489         0         0     13930         0         0         0         0         0         0         0         0         0         0    109447         0         0     10762         0     59679         0         0     24470         0         0         0     37718     94674    109277     20695         0         0    172565     31985 
    10626     20094         0         0         0    104951     38197         0         0     18023      9035     27772     13997     44274         0     52664         0         0     27652    110854         0         0    121591         0         0         0     32153     61167         0      5895         0    100108         0     98478     25264     44474         0         0     78528     87087         0     59180         0         0    106353     27942         0     92037     42589     37660         0     34015         0     46272         0         0     91947     97096         0     16931     52180 
   128853         0     42339     21637         0      5710         0         0    113005         0         0         0     26346    140471         0         0         0         0     77237    186624         0         0    133812         0         0      9151     39326     73179         0         0     17468         0         0         0         0         0     24565         0         0     71509         0    158001     89699         0    119678         0         0         0         0         0         0         0         0         0     75079     31362         0     49081         0         0    104091 
        0         0         0         0         0         0    119621    129501      9924     33068    147162         0         0         0     49467     96983     61935     36827      3790     15345      8241         0    122974         0      6615         0     66788      7075     11722         0     22451     24009     28505         0         0     71762         0         0     19261      6138         0     46426    181005    292398    181476     63775         0         0         0     28334     93589    172335         0    291245    149404    168122         0         0     96589         0     25735 
        0    153032     28059         0         0         0     48550     14942         0         0     28566     75558     24476     63335         0     64466         0     42105     15742     34831    175342         0     80998    119152     91300    109126         0         0         0         0      1283         0     52433         0         0         0    147155    159329    182776         0         0     25660         0         0         0     37517         0     33001         0     42805     56932     28645         0         0    122808     67102    166713    153777     26404         0    128840 
    81878     36408     78786         0         0         0         0         0     71275         0     27584         0         0     30302         0     44551         0         0     98467         0         0         0         0     26265         0     51869         0         0     41913         0         0         0    131070    147681         0     62352     90240     62882         0         0     31817         0     16850         0     40411     53105    128564      6752         0         0    149174         0    150018    147678         0         0     33256         0         0         0    151045 
    27313         0         0      1242      4430     80394         0         0     78159         0     60082         0    178682     54055    100284    234877    116024    131353     66636     49775    193182    111280         0         0     21621     15411     44779         0         0         0         0    136409         0     64566         0     56258    135399     71435         0     18480     43986     77826         0       308         0     23658    215015    101863         0         0     45356         0     17869         0     26407         0    101019         0         0    114468     48478 
        0         0        89     59526         0    100162         0    117977         0     14071         0         0         0     78541     97955         0         0         0     67171         0         0         0     66700     18777       864         0         0    199352    108914     45723         0         0     72126     99731     78184         0     94211         0        21         0     57119     12122     21302         0         0         0         0     12327         0         0     68390     15009     85976     41209     77670         0         0         0    147653         0         0 
        0     15278         0     76589      7599     91327         0    101571         0    146427         0         0     15486         0         0         0         0     41891     51329         0    121194    167991         0         0     45775     59627         0         0     77077    145302    139621         0         0         0         0     64022         0      5109         0    168228     84681         0     34499         0         0      9696     92205    134999     78373     85996     69859     73402         0     20422     50945     61687         0     43668     27494         0     32275 
    17125     37147     89067         0         0         0     25028     50423         0         0    159781     17735     93184         0         0    175044     56069     61861         0     28177         0     15635      5241     47979         0    110082     12775         0    168649     63654         0     48985         0     59982         0     36187     34134         0         0         0         0     27280         0    210219         0         0         0         0     93499         0    128987      6920     63736    112462         0     42613         0    115873         0         0         0 
    44721    118782         0     35746         0     82559    129207         0     20437         0     19450         0         0     77886     41616     47647         0         0         0         0         0         0         0    124100         0         0         0         0         0     74388         0         0         0         0     85504     32211     33091      2097         0     50234         0         0         0    182280     16537         0         0         0    124348     50761         0     50052     74141     81842         0         0    115548         0     85459     83303         0 
