0,32870,49549,0,0,0,36250,49060,0,54323,0,0,34820,55149,9776,0,0,26068,0,19442,23581,0,0,24094,0,0,0,0,27922,38349,47194,0,0,0,0,0,0,0,7334,48905,0,85096,28672,16920,25657,13630,42021,0,43908,55782,0,4568,0,0,0,1739,0,0,2468,0,0,33939,
0,33533,0,30642,0,0,0,19422,0,73488,0,0,0,0,53035,23639,0,12042,0,0,65708,0,14740,0,10593,0,44719,0,0,10669,21335,0,0,47811,36246,0,0,44487,0,0,0,47620,0,0,0,49636,28290,0,8133,0,56162,27953,12635,29815,0,0,22267,0,0,4073,6075,0,
3624,8520,0,50689,0,94574,9342,2722,0,25538,0,22030,20759,8880,0,28925,0,0,111056,40928,0,0,11521,0,12601,17323,0,4009,0,19707,77843,0,9564,0,8657,0,14986,0,63755,0,53771,0,60209,12573,0,0,0,0,23502,0,0,34513,12897,0,29317,8426,39049,0,0,0,0,2318,
7950,81035,0,0,39125,0,18304,0,14288,0,0,10894,28260,33026,25944,18465,4571,66776,0,38163,0,0,45552,75185,17446,61374,45542,0,0,0,0,0,0,0,0,0,54278,0,4074,0,0,3694,30333,5535,0,0,12809,15318,0,0,0,63133,0,56751,0,0,0,48327,0,22794,0,35296,
0,0,41127,0,0,0,17528,43227,0,0,22466,73782,64469,0,82473,31475,5397,49369,20513,15971,0,92211,0,42148,13468,0,0,0,0,30320,3771,0,0,0,73928,0,0,832,43498,0,0,0,0,0,61906,75407,87674,0,0,19123,0,0,0,67442,0,16357,0,41962,64107,0,78,0,
74989,0,7432,5875,0,1069,3042,51608,42108,0,0,0,0,0,76898,0,0,0,0,0,27650,0,1467,35544,0,13726,0,0,54680,19456,10498,67356,0,34831,65922,94837,0,23034,0,0,91348,0,0,0,15778,0,12658,6991,12577,0,0,0,0,0,0,0,0,0,77902,0,32340,11518,
36008,13541,0,2335,0,0,0,0,21805,0,84485,0,0,0,32882,3978,0,0,24455,2970,42713,0,0,5360,0,37653,0,60667,0,0,0,33091,9707,25819,0,0,67919,82907,47390,0,0,0,15005,35544,0,0,8604,8865,37605,57020,0,26715,45092,0,83720,27455,0,0,8332,48996,0,0,
0,0,43861,0,0,0,0,58945,0,29479,5197,53670,24035,24047,59049,0,41120,78074,24952,0,65117,42699,52161,23276,0,0,0,15454,0,53530,0,0,18229,2971,0,3891,0,0,0,0,76960,14184,59681,62373,1133,99021,0,0,54771,72985,29778,0,24372,8883,6427,0,38271,0,0,46339,57517,79601,
8681,47526,0,71185,0,0,0,0,0,0,0,376,0,0,120188,33382,0,95602,8126,38481,0,45480,100869,0,43975,0,1860,1418,0,0,24631,24161,0,0,66270,122663,0,21044,24803,1070,22309,0,68556,21004,0,0,0,31887,0,0,0,4846,0,35241,27983,20415,0,0,42096,25394,0,2417,
584,0,0,10687,70063,0,19055,0,0,0,42475,0,19104,16268,7336,0,27784,60649,56308,12501,0,38740,18997,8567,82851,0,10034,25579,17380,88405,0,0,54707,0,0,84190,63151,21108,0,0,2163,44956,0,0,0,51896,0,55474,31180,56074,0,0,4392,56360,0,35045,0,0,17414,11003,14217,0,
0,52785,21972,0,0,53764,101377,0,28338,78035,16027,0,0,19211,0,0,52998,0,0,1653,0,0,0,37787,33396,46384,0,0,127380,106317,45625,0,0,0,49048,0,0,0,138152,0,946,32147,0,0,0,42307,0,0,51662,0,32443,10816,11881,39695,0,0,13113,0,24459,11700,0,0,
15748,22803,31769,48563,0,40703,0,44749,78645,0,59462,80102,0,0,0,0,0,46862,0,0,0,33978,0,0,31144,37664,28044,0,0,0,97095,27388,0,0,6103,39157,41394,0,0,43063,0,0,16593,4283,56837,0,0,2304,0,0,0,15398,75272,29825,11892,0,34707,51836,0,38249,0,14526,
26003,0,28940,0,30219,0,0,0,43525,0,0,0,0,0,26192,0,874,0,74378,4360,0,0,0,0,59667,10065,18284,0,0,0,0,27077,446,5041,0,0,0,6321,0,12566,39949,0,58620,37322,63671,0,12788,0,0,42836,39937,0,38512,0,14605,21680,0,72105,0,3482,321,11914,
44421,0,46650,53453,0,0,0,0,0,42503,27944,0,0,18482,0,113698,0,0,0,0,12563,0,47692,31662,30690,0,0,0,0,15552,0,0,0,5925,0,0,34937,134,45704,0,0,0,0,11256,0,112669,84998,19364,0,40506,28604,48894,3323,0,0,47508,25847,0,0,35912,0,0,
8659,0,0,49715,0,91214,0,33224,0,27043,0,30758,9784,0,35203,1012,14961,0,1345,39107,2778,0,0,19092,86807,0,0,0,20402,57630,6964,50425,55670,0,0,0,89153,43265,11641,0,0,40982,0,29281,29884,96064,82084,0,0,34691,11602,0,64161,0,0,2278,0,0,45230,20538,0,0,
71445,0,19301,0,0,5931,60876,49405,0,0,0,0,0,81834,93367,0,0,64550,0,8348,40537,0,0,7810,0,0,31713,8739,54107,27692,11779,0,31193,0,10348,1766,0,0,0,0,4453,0,52009,37752,0,19350,30168,14078,0,32149,0,0,0,87127,90921,45583,0,0,44622,55793,0,1829,
67293,75096,8523,0,1507,140742,30211,0,3492,0,87159,12984,15213,38233,5893,52006,0,0,0,28340,98761,35325,27145,0,31172,81495,0,0,34716,0,45156,47680,0,21300,0,100002,0,0,20679,0,76851,0,61012,0,0,0,0,3055,0,42806,0,17933,0,26551,21936,0,0,0,24260,0,43745,0,
0,0,0,0,0,0,826,0,35127,53964,51893,0,0,0,37824,0,25385,0,59851,0,0,0,33928,0,21798,0,3293,0,0,0,0,5356,1676,2942,0,9830,0,41076,0,27914,0,89834,2905,0,0,7682,0,0,27434,24502,0,26328,37863,0,0,0,0,0,0,0,18389,0,
18756,1145,0,0,20336,69959,35331,0,0,0,8266,14441,0,0,0,3633,111743,0,0,0,0,0,0,18605,62366,0,41107,0,0,0,0,8512,1498,0,0,22551,0,26323,0,0,14272,0,0,200,0,0,26894,40848,0,3767,5160,0,0,42264,0,17890,40185,0,0,0,0,0,
0,0,20324,60468,36012,1160,0,0,0,42606,8548,0,83423,9934,0,0,0,0,0,19634,32244,39488,0,3138,0,0,0,44187,0,0,0,19985,37242,17640,0,0,0,16140,9692,0,32922,35054,0,0,44402,0,6150,0,42869,0,0,0,0,12721,0,78920,25863,13433,0,17786,10791,0,
51570,0,0,0,9569,0,0,0,0,0,45691,0,74305,0,0,0,28551,40771,0,0,4273,0,48123,69537,0,0,24326,64169,1867,56163,0,0,22771,32906,38426,0,0,0,0,20938,3872,0,0,44593,0,33744,0,0,0,0,62771,0,0,6651,0,26789,56525,30965,40489,11526,55068,27786,
0,9715,20538,0,0,7578,78841,0,35194,18105,48103,0,2617,0,45533,47366,0,0,0,9540,44720,7967,113276,17350,11099,0,0,0,19375,0,34572,53770,0,0,35775,55029,0,0,0,0,0,33372,74762,0,0,25500,0,37285,30966,0,76165,85332,42562,0,51060,0,0,50093,48022,76048,0,0,
20607,0,0,0,111134,119128,621,7105,0,0,27239,0,14307,25718,0,64853,42105,22461,0,0,18075,31104,23224,90934,0,48466,4799,26790,0,52426,0,0,33724,15757,21348,0,0,12061,38904,39763,26137,72339,41623,69467,0,36509,0,50042,8800,28314,0,26632,56889,32425,23369,45378,0,0,0,33440,12830,0,
0,0,46680,14953,0,83744,0,0,5974,9012,11993,0,6647,31415,49845,0,75036,36844,53402,0,11683,0,22383,0,0,0,0,0,30860,0,0,0,40377,0,0,7369,0,0,0,0,6020,2349,9395,84593,14366,0,0,38862,12937,0,19861,0,0,0,15296,51715,60119,15091,0,22214,16659,42179,
0,41477,20058,0,0,107203,19320,57881,0,0,0,0,58061,0,0,26670,0,57689,0,5474,0,4929,15398,0,0,0,0,0,0,0,34951,0,19955,0,10915,0,27005,8728,0,0,0,0,8182,52978,0,20700,0,0,40460,53644,0,6259,0,81895,0,0,8547,0,37732,0,101844,19191,
0,37044,0,51950,0,53760,81640,35157,48802,0,54022,0,79280,3725,0,1962,0,0,2668,36916,0,42836,69086,0,0,55955,25323,0,8728,89170,1070,19955,0,55633,0,75801,0,144455,58222,70052,42500,0,70453,55046,0,0,0,0,25762,0,11036,8704,0,39686,6852,0,0,22260,0,0,2350,0,
58742,0,69330,0,17052,0,0,7034,0,60474,664,31470,0,0,0,0,47096,0,21398,0,13024,0,0,24415,37204,0,37563,0,3312,0,2553,13163,979,0,45678,59531,0,0,17702,36846,24675,0,26881,0,19904,22409,0,0,0,69686,760,0,39608,0,0,12414,0,0,0,53070,0,34783,
20982,0,0,0,0,0,0,3398,0,34753,0,14094,78132,0,0,0,0,0,28176,9571,1769,0,0,0,0,60694,24753,39447,68012,33674,0,2709,12883,5471,30308,14722,86626,16285,0,6358,0,45019,0,42441,94128,56763,30198,0,0,8007,76417,0,31016,0,109219,0,23257,0,16906,1603,13498,85092,
41505,116398,0,0,0,0,1631,56757,3510,84876,45685,0,0,0,0,48890,0,43025,0,7165,3120,0,10749,0,24855,0,0,0,54069,0,0,44502,0,0,0,8236,9290,48771,30344,0,0,0,0,53579,2848,0,17017,9579,0,50076,0,0,4583,0,0,0,14902,0,25112,48141,0,0,
22597,10915,21761,0,10089,575,28067,30345,0,78291,0,0,0,14658,0,35147,0,14877,0,0,95107,0,0,20609,0,22198,6504,0,0,44898,63818,0,12190,0,24188,0,0,0,18281,52325,0,52079,0,0,94347,52036,0,0,22130,37819,0,84818,53842,0,0,17567,0,62742,0,24936,56929,0,
83019,0,0,69338,17044,37193,13156,51621,10306,0,32620,0,53746,39440,35200,45963,0,0,13007,0,25671,2730,21105,39856,81436,0,22672,27383,0,40395,94873,133267,14162,0,30354,0,64294,0,0,0,0,18095,60679,43654,0,0,0,0,0,0,0,46119,0,50178,19642,0,21994,0,46009,45952,71061,94167,
133431,26433,14425,31467,64089,0,0,0,63482,10891,0,36860,45061,23934,0,15968,32006,0,0,0,0,9546,0,0,78040,43140,36386,0,7258,0,0,50180,0,24329,0,0,0,34074,27968,0,0,0,0,7500,0,34488,82161,0,23301,24918,5046,29343,29791,0,0,19828,0,0,0,0,0,86411,
25882,0,0,43912,0,0,36578,0,4928,80407,4742,0,0,115,0,0,0,0,0,10237,0,0,0,0,0,0,56256,0,0,0,10507,0,7031,0,18204,33856,0,0,25222,1833,0,43740,0,54796,54349,0,0,37580,51218,17108,54186,12585,7831,40659,93767,21504,32737,96945,29325,0,216,25955,
0,0,17646,57123,262,7111,0,0,0,4609,0,26822,80573,61292,0,59583,66271,36678,0,53094,30929,19809,0,0,0,0,0,0,0,0,0,0,0,18666,85868,68394,0,0,0,49894,37602,0,9745,0,0,598,28679,0,41183,0,64970,0,0,0,47702,27779,0,21459,64020,56578,0,0,
56144,0,0,68817,67618,43681,21768,0,0,0,0,0,25624,0,55399,19958,0,40000,0,4594,36394,15254,0,41426,19041,0,0,29567,0,0,81877,0,0,0,63580,0,72207,0,0,0,32264,26786,0,0,93116,3469,32579,22224,0,0,0,0,0,10703,0,0,82748,0,0,0,0,5596,
0,29635,0,31394,0,0,67747,0,32924,0,0,43072,0,18220,0,0,27203,11654,0,0,17049,0,70684,32606,7018,0,0,0,32100,37054,0,0,0,0,0,25962,0,0,50299,602,45535,68263,29844,0,0,48221,18187,27060,0,33588,62599,0,0,0,14718,0,0,57019,34252,0,78998,0,
14778,0,0,0,0,0,0,26254,4219,31502,1239,0,58461,0,23345,0,22697,13543,45182,0,0,10050,32247,0,0,32807,0,0,12795,0,0,56770,0,0,0,88229,0,19480,39651,0,0,13244,0,46329,2641,26400,0,0,0,0,11121,29558,31072,0,0,16945,10053,0,0,16075,50780,0,
7908,19810,0,0,23359,43065,0,5934,53615,26259,6254,18379,31283,0,0,0,75936,30085,0,42155,24253,0,0,0,50868,0,0,20617,0,16961,9081,46002,0,0,1873,0,0,42124,0,0,15820,0,0,0,0,0,8704,0,4944,41707,0,644,49920,5193,0,64807,0,97285,23443,47860,51906,0,
43967,0,0,86443,1946,10667,0,0,3403,16196,70575,47347,0,0,0,0,0,0,0,30980,6217,23778,0,0,0,0,0,3766,0,0,61159,0,10146,23388,0,87710,0,0,0,43146,0,0,0,0,25937,0,103723,14865,0,18150,80785,15489,0,0,0,0,76274,61613,7885,0,89367,0,
0,5429,94054,0,0,0,83106,0,57888,55593,2680,0,7303,0,0,12517,0,0,85493,0,0,0,13457,11972,34155,17493,54172,0,499,62486,0,24085,1503,0,36132,56334,0,0,26764,0,42524,61229,0,0,34548,28637,0,7385,0,0,0,30257,0,31381,2139,0,0,13656,54630,0,0,58320,
0,33508,31225,0,0,72624,0,14541,0,41775,22811,19112,0,0,33991,0,0,31520,3115,0,0,0,7990,5237,29822,62351,91477,61773,42709,24098,0,38135,0,7381,0,0,56184,0,25834,0,0,0,0,0,5540,0,2724,0,0,772,90874,49660,0,55451,0,22598,28119,11801,0,0,0,0,
0,0,64444,0,57644,45130,3590,2519,39554,41207,0,3616,99338,0,0,4284,0,0,0,34344,249,0,61518,0,125904,80378,39529,0,0,41802,26324,0,0,9175,26566,0,0,55177,0,0,69369,0,0,0,96611,38565,0,5006,0,0,0,90599,0,19506,0,0,79697,50345,0,0,22845,0,
0,0,0,0,52519,53189,77860,48529,0,42687,18784,0,47182,0,0,15381,0,7542,14787,19973,0,45555,0,16036,0,5468,0,0,0,0,0,71062,0,0,22819,0,0,0,56166,0,0,45292,78753,0,0,85855,0,17304,0,0,0,72946,29596,15592,24425,18470,1019,26753,49705,48845,16254,59931,
32996,3946,16039,24591,8332,4477,45962,0,0,10846,0,0,0,0,0,0,0,0,24514,6843,0,16850,0,62992,0,0,0,0,25012,0,15397,0,0,52695,0,0,0,0,0,24106,28248,0,0,31414,0,0,0,2107,52674,0,41632,46409,0,102521,0,32663,0,0,24474,0,0,25589,
30997,70579,69236,0,75838,0,0,16497,0,0,128856,51294,0,0,0,0,0,7923,49832,100990,0,60326,112601,0,42942,20263,0,5887,0,49533,110473,0,19407,20686,0,39329,12520,0,0,23379,30525,0,73576,0,0,23022,0,10258,0,0,25284,29503,0,12557,52048,70765,0,0,0,0,0,0,
7311,0,0,1046,29113,0,0,0,8174,18623,0,14556,10653,43899,70677,0,9046,0,111702,18565,42193,80141,81456,0,0,0,3918,24396,311,604,29871,0,48706,9434,31127,79549,0,70788,0,36399,0,53235,31615,35820,0,4380,40324,19379,0,0,29180,0,0,0,69436,0,10740,103909,26212,0,0,0,

0,0,14838,76244,0,46527,31292,19224,0,98363,0,57498,0,5789,0,0,0,0,0,0,0,0,0,0,0,0,8990,64840,0,23079,18980,0,0,45545,0,23474,0,0,0,8813,0,37650,29663,0,27647,0,0,18812,0,21577,54378,28967,0,10949,47557,0,60765,0,0,0,70718,71900,
0,54086,0,0,53338,0,0,0,0,0,107643,0,0,0,0,103949,0,24997,70869,21435,85533,6920,0,5747,14701,16546,36597,0,1674,16428,0,69787,19431,77621,19827,3393,0,0,0,0,0,0,0,0,0,0,46912,0,24629,26110,0,0,6846,0,0,35224,56249,31968,62127,40768,0,0,
20129,0,78644,0,0,4097,27607,0,0,112686,0,5343,44769,0,56179,0,50492,0,0,10970,0,30436,3819,0,0,0,12374,0,0,145589,0,71960,32835,76059,0,0,2906,38720,0,0,0,44491,6074,20713,0,64124,0,11805,0,0,73134,0,37566,0,0,35729,0,0,0,17138,0,12183,
66638,0,34653,23256,0,50026,17184,43824,0,0,47082,0,21287,30213,61682,0,0,0,48796,0,0,0,100737,75524,0,29278,8228,0,49357,0,5985,0,0,0,8059,0,6110,0,35644,0,7047,0,71888,0,44220,0,0,0,46957,10780,27249,59382,15387,2525,0,30250,23521,0,14063,19302,29770,0,
52536,68360,0,49090,32191,0,56814,3175,0,13996,0,0,0,38834,0,64565,0,55150,0,15678,43495,0,14001,0,0,0,48105,34619,0,44602,31598,11603,11578,24965,0,57695,23572,0,0,22027,41519,33378,58105,24833,0,0,32976,0,0,84616,0,0,0,12988,74105,0,3601,31923,0,10284,13975,85368,
0,41169,0,63206,0,65348,15553,7196,15138,14755,20941,0,98029,0,36198,41014,0,0,19798,17867,42424,24616,37556,0,33719,33010,0,49311,13013,0,0,35527,0,0,64527,0,14783,44540,7241,0,0,78250,0,2858,37020,81154,0,71205,8338,0,0,3585,85230,20703,0,45272,9519,15741,41689,0,84945,0,
42772,0,85988,0,39644,0,0,0,0,0,0,16508,66442,0,407,0,0,59014,0,0,0,8498,4771,13677,0,47260,82379,0,0,0,0,43051,4539,0,3702,65286,0,24098,0,28004,8130,33922,24799,49673,0,13236,15497,0,4322,0,91517,0,34887,28366,0,32641,348,45501,0,34160,0,45821,
16746,29761,21843,31141,0,0,36820,0,0,47438,61250,0,0,0,16849,46550,11905,0,3848,13851,0,8006,0,0,81709,0,0,0,0,19477,0,0,28942,0,65648,22981,0,0,41696,0,35308,30341,7383,0,17896,0,0,8765,40871,0,0,101302,0,41448,53764,84418,0,0,64011,12969,0,76956,
13970,0,0,0,8442,9167,32584,56281,0,36886,9003,5027,0,0,0,0,0,38321,0,22011,0,0,64631,0,47351,42528,0,50284,0,4274,28537,1861,0,9693,0,0,0,0,12001,71367,0,38885,0,31539,16381,0,11155,40570,0,141233,0,48223,45594,0,20028,0,0,34682,32933,0,0,0,
0,63985,0,38627,6612,11576,40165,0,20745,0,24688,2406,0,67845,393,5426,6175,0,5237,0,18207,0,0,96899,14927,0,0,24691,0,4283,35526,0,17086,20029,0,0,25268,49015,56142,0,129554,0,52396,0,0,111443,0,0,49091,0,85978,0,24747,0,0,79775,36371,0,22721,4566,21389,0,
12280,0,77121,10039,27249,0,0,3087,0,17786,0,0,62388,0,91187,23867,0,80764,0,18330,32163,5342,0,18663,0,29406,0,66747,15364,21472,0,22826,0,0,23610,0,44020,0,60191,133224,0,9352,0,78309,8017,0,54642,24704,0,0,13748,40207,0,52454,0,0,25188,17138,0,25422,65828,0,
31096,0,0,11509,0,0,6178,37659,0,0,0,0,46667,0,0,0,0,0,86820,0,0,0,8617,0,5548,0,0,0,0,0,22725,0,0,5942,14565,52471,0,12105,0,0,93862,25716,10259,0,0,49880,11935,0,0,4431,34642,0,0,0,47516,65437,14434,0,44307,0,0,22335,
0,19874,56717,0,0,38709,0,0,53545,0,4341,0,0,105054,0,0,0,60033,7533,0,30991,43306,0,23087,59534,0,77346,0,4714,8787,1106,21015,0,5841,26777,31218,0,1960,48410,63948,0,16954,14540,0,59816,0,0,20986,0,27564,0,0,0,43053,20235,11228,0,0,7322,40200,0,18693,
0,51238,23404,0,0,0,0,47949,0,0,77165,22901,0,18396,26956,0,26201,7197,0,78071,17563,0,5014,45319,14685,25228,0,10183,1445,0,0,15112,100058,0,25927,0,4630,0,24226,30963,0,0,14732,0,53813,6468,66636,0,25721,35954,70048,0,21572,83448,0,0,0,81167,0,0,5440,47979,
0,0,0,13806,0,0,0,0,946,0,15010,39843,33462,86167,0,14768,15389,0,138018,0,12849,5076,0,0,0,50230,68265,20454,0,20898,54674,0,64286,0,0,11201,0,73951,46965,0,57576,0,0,0,0,0,0,65061,0,0,0,16000,0,0,0,11775,10879,0,58023,20710,0,0,
0,19739,0,0,41056,0,0,0,0,44411,13100,0,16065,0,34931,0,7516,0,0,16341,11270,30344,0,5825,45386,0,0,52565,24803,91343,3621,48658,0,0,27155,0,0,0,0,0,0,39005,40127,0,7216,37033,0,17966,0,1116,0,0,21904,23691,34858,0,0,6853,0,0,0,37263,
39674,0,0,70256,0,0,1350,0,87200,7231,0,48705,0,0,0,75019,0,12400,0,18944,51703,34083,0,32116,75119,0,48488,0,0,33297,11898,0,0,44832,0,34365,0,23224,0,0,0,31456,0,64772,21226,0,0,0,0,11370,36777,0,0,49624,0,0,0,23569,21127,46749,0,50621,
0,40725,16594,0,0,60380,0,0,18734,82918,0,8363,1974,0,0,0,17701,0,9675,0,0,28952,0,11183,0,59159,0,25340,124392,0,77248,0,123174,12169,0,64713,1407,13526,0,29471,0,0,8726,39921,60920,0,103957,39568,0,0,5960,51666,0,0,0,0,0,0,0,0,31492,0,
75487,0,0,0,53497,0,3475,28277,0,3936,11250,0,0,35905,0,0,68128,0,85866,10419,0,0,0,0,71274,0,59338,0,23863,0,22139,12918,26870,0,7439,0,94709,3787,0,0,59352,0,59870,24688,0,28217,20290,0,0,36832,8304,48998,6134,0,0,0,0,0,0,104849,0,13425,
0,12588,0,7048,0,0,0,10851,0,0,84115,0,2610,0,134230,80426,0,14095,15669,56789,0,111485,17400,0,10909,0,5214,0,0,6278,37620,0,0,47388,0,67561,0,26374,0,7522,17961,23799,0,0,20288,44306,6604,0,0,23977,11235,16131,0,21765,18570,0,43223,0,16160,0,18468,16903,
22247,0,0,26431,0,18449,0,32107,0,0,0,0,10104,3041,0,64774,0,0,21818,14433,0,0,0,888,24781,46504,0,0,87743,0,0,61472,0,0,60026,24088,0,0,0,0,66529,93456,0,6895,34266,0,25658,0,76674,16430,32005,0,19424,0,0,49669,0,0,10317,0,0,41274,
0,0,60394,0,74225,0,0,0,0,0,0,0,29092,0,49222,0,38499,0,0,0,35739,0,53674,45956,0,0,59270,19943,392,0,3885,62115,0,53205,0,0,23628,0,30658,0,0,0,9148,2836,3155,6823,0,47782,0,47800,0,68081,6649,10649,17175,0,5648,0,0,0,0,53719,
42205,0,0,2726,0,0,2592,38453,0,0,49540,0,0,0,34263,0,0,87027,0,0,0,2674,75336,0,38622,0,0,0,0,115291,0,0,54628,0,0,69102,598,0,0,83211,60819,0,105267,0,0,79454,0,0,82544,47289,74494,19107,0,1251,0,67135,0,19588,0,64261,38118,12100,
7222,0,0,0,0,59164,0,0,0,0,1198,0,106326,0,13448,13594,0,0,28190,2389,0,0,29383,0,0,0,46116,0,0,0,13753,0,0,77232,0,0,0,65890,11545,0,31386,59886,26785,0,0,18206,0,0,0,0,0,24317,0,47740,45774,0,65213,0,0,11596,0,86957,
17025,0,0,0,54392,0,88975,0,0,0,0,40792,15439,19281,0,17235,0,39042,24156,34882,0,9218,0,32195,4463,31648,70761,0,18918,0,0,19255,119862,0,0,67847,83760,0,5177,283,0,55063,24600,0,48962,0,0,121934,4545,63138,0,0,68424,82990,0,15388,9577,0,15060,0,120912,0,
0,25662,111199,34081,0,23349,12692,0,0,46028,0,11257,2492,47646,10106,0,16836,0,0,17921,36532,0,4430,23147,77186,21587,0,42359,0,0,77088,25660,0,558,61113,0,0,51365,0,86173,2985,20818,0,0,17912,135773,0,6934,0,0,0,16331,23513,36113,0,67116,0,118642,0,49716,0,0,
0,0,0,9666,14081,0,41382,33376,61398,24480,42592,0,43420,0,0,7456,0,21348,54280,0,74618,22991,0,32664,0,20552,0,48387,0,5597,31623,78577,0,0,0,76830,4148,0,45571,0,0,0,7633,34865,0,0,66497,0,16309,55503,50728,35963,4986,0,54741,0,21949,0,84406,0,0,0,
